movie_id,imdb_id,title,en_title,budget,revenue,release_date,avg_rating,vote_count,casts,genres,production_companies,adult,budget_transfer,revenue_transfer,actor1,actor2,actor3,actor4,actor5,actor6,year,actor1_count,actor2_count,actor3_count,actor4_count,actor5_count,actor6_count,sequal,year_gap,reunion_holiday,non_reunion_holiday,decade,award_num,company_num,genres_num,director,directing_win_count,production_companies_freq,genres_freq,director_freq,release_weekday,release_month
1056007,tt23901570,Detention Kids,Detention Kids,20000,20000,2022-12-01,,,"['Devan Langlois', 'Dylan Barbeau', 'Jack Kelly', 'Dean Barbeau', 'Noah Dawley']","['Horror', 'Thriller']",['NSD Productions'],,20000.0,20000.0,devan langlois, dylan barbeau, jack kelly, dean barbeau, noah dawley,,2022.0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,11.0,0.0,1.0,2.0,dean barbeau,0.0,0.0001063377286261,0.018290089323692,0.0001063377286261,4.0,12.0
1053711,tt16392540,Unwelcome Guests,,1000,2500,2021-11-20,,,"['Dominic Vallecorsa', 'Elena Obrycki', 'Michael Jesih', 'Brendan Burns', 'Manny Basnet', 'George Georges', 'Joseph Moneck', 'Brian Obaid', 'Elly Kobert', 'Louis Zygmuncik IV', 'Sean Delach Jr.', 'Missy Zygmuncik']","['Horror', 'Thriller']","['Cineshock Productions', 'LMG Studios']",,1080.0,2700.0,dominic vallecorsa, elena obrycki, michael jesih, brendan burns, manny basnet, george georges,2021.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,11.0,0.0,2.0,2.0,louis zygmuncik iv,0.0,0.0001063377286261,0.018290089323692,0.0001063377286261,6.0,11.0
1052741,tt23744586,Desert-Mayhem: OVERDRIVE,Desert-Mayhem: OVERDRIVE,1,1,2022-11-25,,,"['Oliver Smith', 'Katy Johnson', 'Sean Dickey', 'Edwyn Tiong']","['Animation', 'Action', 'Comedy']",[],,1.0,1.0,oliver smith, katy johnson, sean dickey, edwyn tiong,,,2022.0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,11.0,0.0,0.0,3.0,noah cheruk,0.0,0.037430880476393,0.0001063377286261,0.0001063377286261,5.0,11.0
1049782,tt23332322,Killed on Christmas,,1000,1000,2021-12-17,,,"['Henry Kaufman', 'Gideon Modisett', 'Jeffrey Obrow', 'Drew McClellan', 'Bama Bardocz', 'Eion Nunez', 'Madeline McMahan', 'Genis Aponte']","['Mystery', 'Music']",[],,1080.0,1080.0,henry kaufman, gideon modisett, jeffrey obrow, drew mcclellan, bama bardocz, eion nunez,2021.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,2.0,levi deleon,0.0,0.037430880476393,0.0001063377286261,0.0001063377286261,5.0,12.0
1047867,tt21478814,Memoirs of An Imperfect Angel: Angel Woodland Before and After The Fame,Angel Woodland Before and After The Fame,700000,100000000,2019-06-26,,,"['Angel Woodland', 'Aulesha Woodland', 'Ben Brinson', 'Edgar Brinson']","['Documentary', 'Family', 'Drama', 'War']","['Last Foreign Queen', 'DC Entertainment', 'Warner Bros. Entertainment', 'PictureStart']",True,797999.9999999999,114000000.0,angel woodland, aulesha woodland, ben brinson, edgar brinson,,,2019.0,0,0,0,0,0,0,0.0,4.0,0.0,0.0,10.0,0.0,4.0,4.0,angel woodland,0.0,0.0001063377286261,0.0001063377286261,0.0001063377286261,3.0,6.0
39538,tt1598778,Contagion,,60000000,137551594,2011-09-08,6.635,5447.0,"['Marion Cotillard', 'Matt Damon', 'Laurence Fishburne', 'Jude Law', 'Kate Winslet', 'Jennifer Ehle', 'Gwyneth Paltrow', 'Bryan Cranston', 'Elliott Gould', 'Chin Han', 'John Hawkes', 'Anna Jacoby-Heron', 'Sanaa Lathan', 'Demetri Martin', 'Armin Rohde', 'Enrico Colantoni', 'Larry Clarke', 'Monique Gabriela Curnen', 'Daria Strokous', 'Rick Uecker', 'Jamie Newell', 'Griffin Kane', 'Rebecca Spence', 'Yoshiaki Kobayashi', 'Teri McEvoy', 'Sue Redman', 'Teri Campbell', 'Stef Tovar', 'Mary Jo Faraci', 'Grace Rex', 'Joseph Anthony Foronda', 'Annabel Armour', 'Jim Ortlieb', 'Kara Zediker', 'Laura Fisher', 'Mary Beth Dolan', 'Dan Flannery', 'Jason Babinsky', 'Howie Johnson', 'Sanjay Gupta', 'Chui Tien-You', 'Josie Ho', 'Steven Soderbergh', 'Phillip James Brannon', 'David Lively', 'Andrew White', 'Ira Blumen', 'Scott Stangland', 'Jimmy Chung', 'Tara Mallen', 'John Hines', 'Joshua Weinstein', 'Sarah Charipar', 'Mark Czoske', 'Dan Aho', 'Hee-Wan Kwon', 'Phil Tang', 'Robert Chi', 'Blair Robertson', 'Randy Lowell', 'Pete Sack', ""Brian J. O'Donnell"", 'Kwok-Wah Wong', 'Sau-Ming Tsang', 'Josh Pollock', 'Peter A Kelly', 'Thomas Gebbia', 'Dan Sanders-Joyce', 'Joshua Seiden', 'Kam Tong Wong', 'Jim Anderson', 'Bambadjan Bamba', 'Rodolfo C Barrios', 'Bryan Basil', 'Raphael Baunaquis', 'Ahmed Boulane', 'Liz Clare', 'Rashida Clendening', 'David Cohen', 'James Anthony Cotton', 'Duke Czlonka', 'Andrew Dasz', 'Joe DeBartolo', 'Eduardo Ambriz DeColosio', 'Amanda Dyar', 'Ryan Ebert', 'Shannon Edwards', 'Anas El Baz', 'Olivia Francessca', 'Logan Fry', 'Kenley Gaffke', 'Christian Heep', 'Alex Hill 3', 'John Hoogenakker', 'Matt Iwinski', 'Sarah Kliban', 'Iris Kohl', 'Suzanne Lang', 'Elester Latham', 'Mark Lavell', 'Ina Lereine', 'Seth Leslie', 'Patterson Lundquist', 'Josiah Lyricq', 'Mino Mackic', 'Carl Marino', 'Mary Lu Marr', 'James Mastel', 'Timothy W. Mather', 'Thomas McCormick', 'Dave McNulty', 'E. Roger Mitchell', 'Paul D. Morgan', 'Jesse Muick', 'Larry Nazimek', 'Andrew Nitzke', 'Matthew Parry-Jones', 'Eric Pierson', 'Steven Potts', 'Steven James Price', 'Kyle Quesnoy', 'Brandi Quinn', 'Kenya Robertson', 'Joshua Rollins', 'Sandy Rouge', 'Helen Sadler', 'Peggy Sandow', 'Jane Santos', 'Hester Schell', 'Jon Komp Shin', 'Walt Sloan', 'Gregory Marshall Smith', 'Ylian Alfaro Snyder', 'Joshua Squire', 'January Stern', 'Michael T Stewart', 'Thomas W. Stewart', 'Audra Todd', 'Giota Trakas', 'Ken Venzke', 'Abby Wait', 'Amr Waked', 'James D. Weston II', 'Roger Wiggins', 'Robert A. Young', 'Bobby Watson']","['Drama', 'Thriller', 'Science Fiction']","['Participant', 'Imagenation Abu Dhabi FZ', 'Double Feature Films', 'Regency Enterprises', 'Warner Bros. Pictures']",,78000000.0,178817072.20000002,marion cotillard, matt damon, laurence fishburne, jude law, kate winslet, jennifer ehle,2011.0,1,0,0,0,1,0,0.0,12.0,0.0,1.0,10.0,2.0,5.0,3.0,steven soderbergh,1.0,0.0001063377286261,0.0003190131858783,0.0030837941301573,4.0,9.0
39513,tt1092026,Paul,,40000000,97984015,2011-02-14,6.699,5075.0,"['Seth Rogen', 'Simon Pegg', 'Nick Frost', 'Jason Bateman', 'Kristen Wiig', 'Bill Hader', 'Blythe Danner', 'Joe Lo Truglio', 'John Carroll Lynch', 'Jane Lynch', 'David Koechner', 'Jesse Plemons', 'Sigourney Weaver', 'Jeffrey Tambor', 'Steven Spielberg', 'Mia Stallard', 'Bobby Lee', 'Jennifer Granger', 'Jeremy Owen', 'David House', 'Nelson Ascencio', 'Mark Sivertsen', 'Joe Berryman', 'Syd Masters', 'Gary Roller', ""Oliver O'Shea"", 'Lonnie Otha-Mayer', 'Will Veitch', 'Mike Miller', 'Lori Dillen', 'J. Todd Anderson', 'Brett Michael Jones', 'Diego Deane', 'Joel Thingvall', 'Robert Amstler', 'Dawn Barber', 'Chad Boardsen', 'Devin Faraci', 'David Fernandez Jr.', 'Larry Goldstein', 'Zack Kennedy', 'Chris Kittinger', 'Jeremiah Krage', 'Paula LaBaredas', 'Sylvia Adelina Padilla', 'Michael Neal Powell', 'Phoebe Price', 'Chris Rymer', 'Joy Sudduth', 'Brian Ulrich']","['Adventure', 'Comedy', 'Science Fiction']","['Universal Pictures', 'Relativity Media', 'Working Title Films', 'Big Talk Productions']",,52000000.0,127379219.5,seth rogen, simon pegg, nick frost, jason bateman, kristen wiig, bill hader,2011.0,0,0,0,0,0,0,0.0,12.0,0.0,0.0,10.0,0.0,4.0,3.0,greg mottola,0.0,0.0001063377286261,0.0008507018290089,0.0005316886431305,1.0,2.0
39254,tt0433035,Real Steel,,110000000,299268508,2011-09-28,6.956,7159.0,"['Hugh Jackman', 'Dakota Goyo', 'Evangeline Lilly', 'Kevin Durand', 'Anthony Mackie', 'Hope Davis', 'James Rebhorn', 'Karl Yune', 'Sophie Levy', 'Tess Levy', 'Olga Fonda', 'John Gatins', 'Gregory Sims', 'Torey Adkins', 'Phil LaMarr', 'John Hawkinson', 'David Alan Basche', 'Julian Gant', 'Ken Alter', 'Leilani Barrett', 'D.B. Dickerson', 'Peter Carey', 'Dan Lemieux', 'Richard Goteri', 'Tim Holmes', 'Ricky Wayne', 'Taris Tyler', 'Kevin Dorman', 'John Manfredi', 'Mike Ancrile', 'Leah Barkoff', 'Joshua Ray Bell', 'Clark Birchmeier', 'Ben Hernandez Bray', 'Wayne E. Brown', 'Justin Calkins', 'Ron Causey', 'Jahnel Curfman', 'Johnny Flynn', 'Logan Fry', 'Megan Grant', 'J.J. Green', 'Shane Hagedorn', 'Kef Lee', 'Brad Leo Lyon', 'Mary Magyari', 'Megan Mockensturm', 'Kirstie Munoz', 'Anton Narinskiy', 'Chris Newman', 'Wendy Paquette', 'Alan D. Purwin', 'Miguel Sandoval', 'Dwight Sora', 'Jojuan Westmoreland', 'Amanda Bright', 'Gary T. Jones']","['Action', 'Science Fiction', 'Drama']","['Touchstone Pictures', 'ImageMovers', 'Angry Films', 'Kontsept Film Company', 'Revolution Sun Studios', 'DreamWorks Pictures', 'Reliance Entertainment', '21 Laps Entertainment']",,143000000.0,389049060.4,hugh jackman, dakota goyo, evangeline lilly, kevin durand, anthony mackie, hope davis,2011.0,0,0,0,0,0,0,0.0,12.0,0.0,0.0,10.0,0.0,8.0,3.0,shawn levy,0.0,0.0001063377286261,0.0002126754572522,0.0012760527435133,3.0,9.0
38753,tt1396221,Passion Play,,8000000,25603,2011-01-10,4.945,92.0,"['Megan Fox', 'Mickey Rourke', 'Bill Murray', 'Rhys Ifans', 'Kelly Lynch', 'Chuck Liddell', 'Chris Browning', 'Mark Sivertsen', 'Rory Cochrane', 'Frank Bond', 'Arron Shiver', 'Lora Martinez-Cunningham', 'Robert Wisdom', 'Liezl Carstens', 'Alex Essoe', 'Brian Doyle-Murray', 'Marc Miles', 'Susan Traylor', 'Armin Amiri', 'Bernardo P. Saracino', 'Marc Mouchet', 'Bruce McIntosh', 'Andy McPhee', 'Josh Berry', 'Mike Miller', 'Alexandra Ruddy', 'Jimmy Scott', 'David Midthunder', 'Charlie B. Brown', 'Antoinette Antonio', 'Solomon Burke', 'Dimitri Dimitrov', 'Alan Blazek', 'Marah Fairclough', 'Linda Diane Holley', 'Jon Reigle', 'Phil Arnold', 'Avu', 'Alexandra Boylan', 'Danielle Brown', 'Jeremy Cannon', 'John H. Euber', 'Kevin Fowlkes', 'Bob Kaye', 'Cynthia Lee', 'Shane Lynch', 'Meggie Maddock', 'Sandi K Shelby', 'J. Nathan Simmons', 'Z. Ray Wakeman', 'Jim Wisniewski', 'John Cenatiempo', 'Steven Ray Byrd', 'Melissa Christopher', 'Tina Borek']","['Drama', 'Romance', 'Fantasy']",['Rebecca Wang Entertainment'],,10400000.0,33283.9,megan fox, mickey rourke, bill murray, rhys ifans, kelly lynch, chuck liddell,2011.0,0,0,0,0,0,0,0.0,12.0,0.0,0.0,10.0,0.0,1.0,3.0,mitch glazer,0.0,0.0001063377286261,0.0003190131858783,0.0001063377286261,1.0,1.0
38700,tt1502397,Bad Boys for Life,,90000000,426505244,2020-01-15,7.2,7347.0,"['Will Smith', 'Martin Lawrence', 'Paola Nuñez', 'Vanessa Hudgens', 'Alexander Ludwig', 'Charles Melton', 'Kate del Castillo', 'Nicky Jam', 'Joe Pantoliano', 'Theresa Randle', 'Jacob Scipio', 'Michael Bay', 'DJ Khaled', 'Jay Dubb', 'Happy Anderson', 'Bianca Bethune', 'Dennis Greene', 'Lisa Ann Hadley', 'Gissette E. Valentin', 'Rose Bianco', 'Edelia Merida', 'Jasmin Lawrence', ""Shacai O'Neal"", 'Carlos Guerrero', 'Massi Furlan', 'Chick Bernhard', 'Jennifer Badger', 'Jeff J.J. Authors', 'Keith Wheeler', 'Brandi Cohen', 'Jay Amor', 'Yessenia Hernandez', 'Anthony Molinari', 'Ivo Nandi', 'David Shae', 'Eduardo Rosario', 'Rory Markham', 'Brad Sanders', 'Damien Butler', 'Bilall Fallah', 'Norma Alvarez', 'Adil El Arbi', 'Christina Christensen', 'Nahima Bicelis', 'Erroll Castrillo', 'Kial Butler', 'Sharon Pfeiffer', 'Porshia C. Joseph', 'Ellison Kendrick', 'Davis Aguila', 'Athena Akers', 'Adrian De Armas', 'Laura Ault', 'Misty Autery', 'James William Ballard', 'Austin Bollinger', ""Mario 'Vocol' Booker"", 'Thomas Brag', 'Troy Brenna', 'Sergio Briones', 'Landon Brooks', 'Ruben E.A. Brown', 'Lauren Buglioli', 'Ricardo Burgos', 'Santos Caraballo', 'Matthew Carter', 'Joe Crosson', 'Ellen Marguerite Cullivan', 'LeBron Daniel', 'José Alfredo Fernandez', 'Darin Ferraro', 'Fred Galle', 'Joseph Giambrone', 'Derrick Gilbert', 'Jenin Gonzalez', 'Wil Gonzalez', 'Steve Heinz', 'Elvia Hill', 'Cal Johnson', 'Julia Kay', 'Melissa Kennemore', 'Tony Kim', 'D.L. Lewis', 'Josue Louis-Charles', 'Hans Marrero', 'Ryan L. Price', 'Scott Rapp', 'Ashae Reagan', 'Felicia M. Reyes', 'Manuel Rivera', 'London Seabreeze', 'Pedro Tavarez Jr.', 'Robert Tinsley', 'Emily Towles', 'Joseph Velez', 'Jamil C. Winston']","['Thriller', 'Action', 'Crime']","['Columbia Pictures', '2.0 Entertainment', 'Don Simpson/Jerry Bruckheimer Films', 'Overbrook Entertainment']",,101700000.0,481950925.72,will smith, martin lawrence, paola nuñez, vanessa hudgens, alexander ludwig, charles melton,2020.0,0,0,0,0,0,0,1.0,3.0,0.0,0.0,10.0,0.0,4.0,3.0,adil el arbi,0.0,0.0001063377286261,0.0007443641003828,0.0001063377286261,3.0,1.0
38543,tt1233301,Ironclad,,25000000,5151023,2011-03-03,6.167,638.0,"['James Purefoy', 'Kate Mara', 'Jason Flemyng', 'Paul Giamatti', 'Brian Cox', 'Derek Jacobi', 'Charles Dance', 'Aneurin Barnard', 'Jamie Foreman', 'Mackenzie Crook', 'Rhys Parry Jones', 'Vladimir Kulich', 'David Melville', 'Annabelle Apsion', 'Steffan Rhodri', ""Daniel O'Meara"", 'Bree Condon', 'Guy Siner', 'Marcus Hoyland', 'John Pierce Jones', 'Jeff Jones', 'Ceri Mears', 'Kenneth Collard', 'Wyn Bowen Harries', 'Dewi Williams', 'John Weldon', 'Laura Sibbick', 'Edward Manning', 'Simon Nader', 'Steve Purbrick', 'Peter Bartfay', 'Dan Burman', 'Ian M. Court', 'David Harkus', 'Gerald Royston Horler', 'Rhys Horler', 'Rhi Louise', 'Stuart Mager', 'Christian Morgan', 'Stevie Raine', 'Carlton Venn']","['Romance', 'Adventure', 'Action', 'History']","['Perpetual Media Capital', 'Mythic International Entertainment', 'ContentFilm International', 'Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I)', 'VIP 4 Medienfonds', 'Premiere Picture', 'Rising Star', 'Silver Reel', 'Wales Creative IP Fund', 'Molinare Investment']",,32500000.0,6696329.9,james purefoy, kate mara, jason flemyng, paul giamatti, brian cox, derek jacobi,2011.0,0,0,0,0,0,0,1.0,12.0,0.0,0.0,10.0,0.0,10.0,4.0,jonathan english,0.0,0.0001063377286261,0.0001063377286261,0.0002126754572522,4.0,3.0
38541,tt1535616,The Divide,,3000000,156362,2012-01-13,5.89,558.0,"['Lauren German', 'Michael Biehn', 'Milo Ventimiglia', 'Courtney B. Vance', 'Ashton Holmes', 'Rosanna Arquette', 'Iván González', 'Michael Eklund', 'Abbey Thickson', 'Jennifer Blanc']","['Horror', 'Science Fiction']","['Instinctive Film', 'Preferred Content', 'Julijette', 'The Ink Connection', 'BR Group', 'MFM']",,3810000.0,198579.74,lauren german, michael biehn, milo ventimiglia, courtney b. vance, ashton holmes, rosanna arquette,2012.0,0,0,0,0,0,0,0.0,11.0,0.0,0.0,10.0,0.0,6.0,2.0,xavier gens,0.0,0.0001063377286261,0.003721820501914,0.0002126754572522,5.0,1.0
38356,tt1399103,Transformers: Dark of the Moon,,195000000,1123794079,2011-06-28,6.167,7406.0,"['Shia LaBeouf', 'Rosie Huntington-Whiteley', 'Josh Duhamel', 'John Turturro', 'Tyrese Gibson', 'Patrick Dempsey', 'Frances McDormand', 'John Malkovich', 'Kevin Dunn', 'Julie White', 'Alan Tudyk', 'Ken Jeong', 'Glenn Morshower', 'Lester Speight', 'Buzz Aldrin', ""Bill O'Reilly"", 'Ravil Isyanov', 'Dustin Dennard', 'Markiss McFadden', 'Nick Bickle', 'Ajay James', 'Brett Lynch', 'Chris A. Robinson', 'Scott C. Roe', 'James D. Weston II', 'Brian Call', 'Aaron Garrido', 'Mikal Vega', 'Kenny Sheard', 'Josh Kelly', 'Keiko Agena', 'LaMonica Garrett', 'Yasen Peyankov', 'Brett Stimely', 'John H. Tobin', 'Drew Pillsbury', 'Patrick Pankhurst', 'Larry Clarke', 'Tom Virtue', 'Thomas Crawford', 'Kevin Sizemore', 'Alan Pietruszewski', 'Michael Daniel Cassady', 'Peter Murnik', 'Don Jeanes', 'Cory Tucker', 'Lindsey Ginter', 'David St. James', 'Mitch Bromwell', 'Elya Baskin', 'Eugene Alper', 'Inna Korobkina', 'Zoran Radanovich', 'Kathleen Gati', ""Annie O'Donnell"", 'Chris Sheffield', 'Ken Takemoto', 'Michael Loeffelholz', 'Mindy Sterling', 'Stephen Monroe Taylor', 'Andrew Daly', 'Derek Miller', 'Leidy Mazo', 'Scott Krinsky', 'Katherine Sigismund', 'Maile Flanagan', ""Darren O'Hare"", 'Jack Axelrod', 'Rich Hutchman', 'Meredith Monroe', 'Charlotte Labadie', 'Christian Baha', 'Jennifer Williams', 'Danielle Fornarelli', 'Danny McCarthy', 'John Turk', 'Peter A Kelly', 'Mark Golden', 'Sean Murphy', 'Scott Paulson', 'Luis Echagarruga', 'Iqbal Theba', 'Anthony Azizi', 'Sammy Sheik', 'Mark Ryan', 'John S. McAfee', 'Jay Gates', 'Rebecca Cooper', 'Peter Cullen', 'Hugo Weaving', 'Leonard Nimoy', 'Jess Harnell', 'Charlie Adler', 'Robert Foxworth', 'James Remar', 'Francesco Quinn', 'George Coe', 'Tom Kenny', 'Reno Wilson', 'Frank Welker', 'Ron Bottitta', 'John DiMaggio', 'Keith Szarabajka', 'Greg Berg']","['Action', 'Science Fiction', 'Adventure']","['Paramount', 'Di Bonaventura Pictures', 'Tom DeSanto/Don Murphy Production', 'Ian Bryce Productions']",,253500000.0,1460932302.7,shia labeouf, rosie huntington-whiteley, josh duhamel, john turturro, tyrese gibson, patrick dempsey,2011.0,0,0,0,0,0,0,1.0,12.0,0.0,0.0,10.0,0.0,4.0,3.0,michael bay,0.0,0.0001063377286261,0.0011697150148872,0.0014887282007656,2.0,6.0
38322,tt1464174,"Big Mommas: Like Father, Like Son",,32000000,83615414,2011-02-16,5.52,1077.0,"['Martin Lawrence', 'Brandon T. Jackson', 'Portia Doubleday', 'Mari Morrow', 'Faizon Love', 'Ana Ortiz', 'Emily Rios', 'Marc John Jefferies', 'Jessica Lucas', 'Michelle Ang', 'Steve Warren', 'Henri Lubatti', 'Lorenzo Pisoni', 'Tony Curran', 'Brandon Gill', 'Zack Mines', 'Rhett Lindsey', 'Ken Jeong', 'Max Casella', 'Susan Walters', 'Sherri Shepherd', 'Susan Griffiths', 'Brianne Gould', 'Dawntavia Bullard', 'Susie Spear Purcell', 'Lily Chambers', 'Jasmine Burke', 'Juliet Kim', 'Brian Lafontaine', 'Ramsey Luke', 'Jazmia Battle', 'Christiani Pitts', 'G. Christopher Carson', 'Nilsa Castro', 'Chenique Charmaine', 'Shaun Clay', 'Matthew L. Collins', 'Tiffany Cosey', 'Michael L. Covington', 'Orlando Vargas Diaz', 'Niki Edwards', 'Rodney Edwards', 'Jon Gould', 'Joel Harold', 'Keith Allen Hayes', 'Angel Jackson', 'Eli Jones', 'Shawn Knowles', 'Alphonse A. Lambert Jr.', 'Thina Lowe', 'Carmen Matheny', 'Chantal Maurice', 'Rachelle Neal', 'Katherine Neslund', 'Lexi Noel', 'Kayla Perkins', 'Greg Perrow', 'C.J. Perry', 'Justin Price', 'Eddie Rattanasouk', 'Sarah Reagin', 'Cody Rowlett', 'Joshua Tanksley', 'Lisa Marie Thomas', 'Deonna Young']","['Crime', 'Comedy', 'Action']","['Regency Enterprises', 'New Regency Pictures', 'Friendly Films (II)', 'Runteldat Entertainment', 'The Collective Studios', 'Friendly Films Productions', '20th Century Fox']",,41600000.0,108700038.2,martin lawrence, brandon t. jackson, portia doubleday, mari morrow, faizon love, ana ortiz,2011.0,0,0,0,0,0,0,1.0,12.0,0.0,0.0,10.0,0.0,7.0,3.0,john whitesell,0.0,0.0001063377286261,0.0005316886431305,0.0007443641003828,3.0,2.0
